報告年度:2021,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
4956,光鋐,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
4958,臻鼎-KY,53131,大陸園區與台灣園區,ISO 14064,1041369,大陸園區與台灣園區,ISO 14064,28476,大陸園區與台灣園區,ISO 14064,6.12,營業額
4960,誠美材,16636.9396,僅母公司,ISO 14064,31967.36,僅母公司,ISO 14064,16815.3785,僅母公司,ISO 14064,1.355,產能(仟米平方)                                                                                                                                                                                          
4961,天鈺,0,僅含天鈺科技（母公司）新竹總部之據點,,703,僅含天鈺科技（母公司）新竹總部之據點,AA1000 Type 2 中度保證                                                                                                                                                                                  ,無，尚未導入ISO 14064管理系統，尚未統計相關資料,,,0.039,0.0390噸CO2e/ 百萬營業額                                                                                                                                                                                
4967,十銓,無，詳年報說明,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
4968,立積,無，無統計相關數據,,,556.2,僅母公司,,無，無統計相關數據,,,0.1,營業額
4976,佳凌,無，無統計相關數據,,,無，詳年報說明,,,無，無統計相關數據,,,無，無統計相關數據,
4977,眾達-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
4989,榮科,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
4994,傳奇,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
4999,鑫禾,無，無統計相關數據,,,6065,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
5007,三星,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5203,訊連,無，詳年報說明,,,434.3,僅母公司台北總部,,無，無統計相關數據,,,434.3,總公司電力使用之二氧化碳排放                                                                                                                                                                            
5215,科嘉-KY,無，詳年報說明,,,無，詳年報說明,,,無，詳年報說明,,,無，詳年報說明,
5222,全訊,12.9958,僅個別公司大順一廠,,1369.5062,僅個別公司大順一廠,,無，無統計相關數據,,,1.5076,百萬營業額                                                                                                                                                                                              
5225,東科-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5234,達興材料,702.01,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,6358.8,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,8087.9,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,1.56,百萬元營業額                                                                                                                                                                                            
5243,乙盛-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5244,弘凱,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5258,虹堡,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5269,祥碩,26.09,"110/1/1~12/31, 範圍:祥碩總公司辦公室冷煤碳排+水肥碳排",,516.38,"110/1/1~12/31, 範圍: 祥碩總公司辦公室用電碳排",,17672.26,"110/1/1~12/31, 範圍: 祥碩總公司辦公室 員工通勤(汽油) +祥碩辦公室垃圾碳排+供應商製造中的產品碳排",,9.03,營業額(億元)                                                                                                                                                                                            
5283,禾聯碩,無，尚在評估規畫中,,,無，尚在評估規畫中,,,無，尚在評估規畫中,,,無，尚在評估規畫中,
5284,jpp-KY,無，正接受ISO14064-1系統輔導,,,無，正接受ISO14064-1系統輔導,,,無，正接受ISO14064-1系統輔導,,,無，正接受ISO14064-1系統輔導,
5285,界霖,無，無統計相關數據,,,5846,界霖科技楠梓廠區,,無，無統計相關數據,,,無，無統計相關數據,
5288,豐祥-KY,2006.65,主要營運子公司台灣豐祥及越南VPIC1,,20901,主要營運子公司台灣豐祥及越南VPIC1,,無，不易盤查，故暫無相關統計。,,,0.004,仟元營業額                                                                                                                                                                                              
5292,華懋,,,N/A,N/A,N/A,N/A,,,N/A,,
5306,桂盟,4.26,母公司,,61.88,母公司,,無，排放量不重大,,,0.0006,產品
5388,中磊,77.7,本公司(竹南廠),,4216.814,本公司(台北辦公室+竹南廠),,無，無統計相關數據,,,0.63,營業額
5434,崇越,334.2366,台北總部、新竹辦事處、竹南倉庫,ISO 14064,741.2594,台北總部、新竹辦事處、竹南倉庫,ISO 14064,2589.4744,台北總部、新竹辦事處、竹南倉庫,ISO 14064,0,營業額
5469,瀚宇博,947.7739,瀚宇博德股份有限公司,,19036.0004,瀚宇博德股份有限公司,,30.79,瀚宇博德股份有限公司,,0.0085,產品
5471,松翰,無，無使用,,,696.2,僅母公司,,無，無使用,,,0.2335,營業額(新台幣仟元)                                                                                                                                                                                      
5484,慧友,無，本公司並未產生直接溫室氣體排放量,,,268.44,母公司110年度自來水及電力的溫室氣體排放量,,無，本公司並未產生其他間接溫室氣體排放量,,,0.7354,"母公司110年度自來水及電力的溫室氣體排放量,平均每天排放0.7354噸CO2e                                                                                                                                      "
5515,建國,6.09,企業總部,,170.5,企業總部,,無，無統計相關數據,,,0.44,人                                                                                                                                                                                                      
5519,隆大,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5521,工信,240.828,僅母公司,,510.815,僅母公司,,無，無統計相關數據,,,2.53,員工人數                                                                                                                                                                                                
5522,遠雄,12.76,僅母公司,ISO 14064,177.74,僅母公司,ISO 14064,73.72,僅母公司,ISO 14064,0.008,百萬營業額                                                                                                                                                                                              
5525,順天,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5531,鄉林,無，無統計相關數據,,,232.8,母公司,,無，無統計相關數據,,,232.8,員工人數                                                                                                                                                                                                
5533,皇鼎,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5534,長虹,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5538,東明-KY,0,僅母公司,,17.228,僅母公司,,9.36,僅母公司,,無，公司為控股公司,
5546,永固-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5607,遠雄港,無，首次辦理統計資料不全,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5608,四維航,392521.801,母子孫公司所屬船舶,111年永續報告書經BV查證，採用AA1000 Type 1 Moderate Assurance；船隊之範疇一排放使用日本海事協會(ClassNK)燃油耗油量認證書之數據換算，其中涵蓋110年數據                                                   ,90.975,"母 公司總部辦公室",111年永續報告書經BV查證，採用AA1000 Type 1 Moderate Assurance；船隊之範疇一排放使用日本海事協會(ClassNK)燃油耗油量認證書之數據換算，其中涵蓋110年數據                                                   ,無，無統計相關數據,,,1.318,範疇二總排放量/辦公室人數；而船隊之溫室氣體排放強度，以範疇一總排放量/延噸海浬，得出0.0000007719。延噸海浬為載貨噸數與起訖港浬程數之乘積                                                                
5706,鳳凰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5871,中租-KY,7646.34,全企業，資料出處:2021年CSR報告書,ISO 14064,5015.82,全企業，資料出處:2021年CSR報告書,ISO 14064,601.9,全企業，資料出處:2021年CSR報告書,ISO 14064,0.11,營業額
5876,上海商銀,707.2,僅母公司,1.確信準則公報第一號 2.通過ISO 14064驗證                                                                                                                                                                ,7407.9,僅母公司,1.確信準則公報第一號 2.通過ISO 14064驗證                                                                                                                                                                ,941305.5,僅母公司，排放源類型僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放及投融資活動,ISO 14064僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放                                                                                                                                   ,40.2403,分母為百萬元營業額                                                                                                                                                                                      
5880,合庫金,2575.94,合庫金控及各子公司，合計333處據點。,ISO 14064,25147.26,合庫金控及各子公司，合計333處據點。,ISO 14064,3671319.95,1.合庫金控及子公司，合計306處據點(不含國外)上/下游運輸和貨物配送、商務旅行、採購商品、固體和液體廢棄物處理碳排放量。2. 合庫金控及子公司，合計333處據點之投融資碳排放量。,ISO 14064,0.5095,淨收益佰萬元                                                                                                                                                                                            
5906,台南-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
5907,大洋-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,60998.691,度                                                                                                                                                                                                      
6005,群益證,30.3588,母公司,,3954.1817,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6024,群益期,16.287,全台營運據點,,273.382,全台營運據點,,無，無統計相關數據,,,0.1316,營業額 百萬元                                                                                                                                                                                           
6108,競國,448,僅母公司,ISO 14064,18679,僅母公司,ISO 14064,0,僅母公司,ISO 14064,0.01,產品
6112,邁達特,2.512,僅母公司台北總部,本公司直接溫室氣體排放量數據經2021永續報告書驗證。                                                                                                                                                      ,995.686,母公司台北總部及高雄分公司,本公司間接溫室氣體盤放量經2021永續報告書驗證。                                                                                                                                                          ,無，無統計相關數據,,,998.198,營業額
6115,鎰勝,72.164,母公司,,2647.855,母公司,,無，數據取得困難,,,2720.019,產品
6116,彩晶,106919.68,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,282698.47,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,152357.37,母公司的南科廠,ISO 14064,5.271,母公司的內湖營業所密集度為0.134 ton CO2e /樓地板面積(坪)；母公司的南科廠為0.066ton CO2e /投片面積(m2)；子公司(南京)為5.071 ton CO2e /投片量(片)                                                         
6117,迎廣,1698.59,母公司,,4820.6,母公司,,無，無統計相關數據,,,2.83,百萬營業額                                                                                                                                                                                              
6120,達運,992,包含本公司及合併財務報表內子公司,,96263,包含本公司及合併財務報表內子公司,,無，無統計相關數據,,,479,營業額
6128,上福,14.7,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,,1699.91,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,,無，無統計相關數據,,,0.0001,產品
6133,金橋,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6136,富爾特,無，無統計相關數據,,,126.058,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6139,亞翔,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6141,柏承,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6142,友勁,58.1998,母公司,ISO 14064,4331.5583,母公司,ISO 14064,796.42,母公司,ISO 14064,1.7706,單位: (範疇一+二)/百萬營業額                                                                                                                                                                            
6152,百一,無，NA,,,344.86,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6153,嘉聯益,10068.4,僅母公司樹林廠,ISO 14064,24977.51,僅母公司樹林廠,ISO 14064,1029.2,僅母公司樹林廠,ISO 14064,無，無統計相關數據,
6155,鈞寶,26.76,母公司,,6920.99,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6164,華興,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6165,浪凡,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6166,凌華,405.331,母公司,,3199.31,母公司,,11.198,母公司,,0.0036,產品
6168,宏齊,75.1526,母公司,,10418.7841,母公司,,6604.3362,母公司,,0.0035,營業額
6176,瑞儀,3157.4,台灣與中國大陸製造廠區,ISO 14064,115331.22,台灣與中國大陸製造廠區,ISO 14064,134201.19,台灣與中國大陸製造廠區,ISO 14064,0.0132,原物料塑膠粒投料量(公斤)                                                                                                                                                                                
6177,達麗,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6183,關貿,185.8869,南港總公司公務車油耗、化糞池及冷媒逸散,,1192.1611,南港總公司營運用之電力,,無，無統計相關數據,,,0.6229,排放(噸)/營業額(百萬)                                                                                                                                                                                   
6184,大豐電,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6189,豐藝,375491,母公司及子公司勁豐,,254755,母公司及子公司勁豐,,無，無統計相關數據,,,無，無統計相關數據,
6191,精成科,0.4,包含合併財務報表之母子公司,,275618.4,包含合併財務報表之母子公司,,無，無統計相關數據,,,9.9786,百萬營業額                                                                                                                                                                                              
6192,巨路,無，無統計相關數據,,,無，無統計相關數據,,,無，詳年報說明,,,無，無統計相關數據,
6196,帆宣,93.15,母公司-湖口廠(驗證)、頭份廠(未驗證)、南科一、三廠(未驗證),ISO 14064,7528.71,母公司-湖口廠(驗證)、頭份廠(未驗證)、南科一、三廠(未驗證),ISO 14064,無，無統計相關數據,,,7621.86,產品
6197,佳必琪,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6201,亞弘電,無，無統計相關數據,,,1160.947,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6202,盛群,無，無統計相關數據,,,1344.31,本公司台灣總部,,無，無統計相關數據,,,0.2032,百萬營業額                                                                                                                                                                                              
6205,詮欣,25.6288,母公司,ISO 14064,294.9638,母公司,ISO 14064,74.266,母公司,ISO 14064,0.0003,以範疇二/母公司個體營收(仟元)                                                                                                                                                                           
6206,飛捷,127.74,飛捷科技母公司,,1789.3,飛捷科技母公司,,27.93,飛捷科技母公司,,0.0088,產品
6209,今國光,無，無統計相關數據,,,14295,今國集團,,無，無統計相關數據,,,無，無統計相關數據,
6213,聯茂,2579.4,母公司,,5685.5,母公司,,無，無統計相關數據,,,0.0027,產品-每張-銅箔基板                                                                                                                                                                                      
6214,精誠,7.25,僅母公司,ISO 14064,2779.51,僅母公司,ISO 14064,566.88,僅母公司,ISO 14064,2.96,員工人數                                                                                                                                                                                                
6215,和椿,0.665,母公司,,386.1,母公司,,無，無統計相關數據,,,0.2677,百萬營業額                                                                                                                                                                                              
6216,居易,無，無統計相關數據,,,470.801,僅母公司,,無，無統計相關數據,,,470.801,輸入電力而造成間接之溫室氣體排放                                                                                                                                                                        
6224,聚鼎,95.7194,母公司,,3638.1141,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6225,天瀚,無，無製造,,,無，無製造,,,無，無製造,,,無，無統計相關數據,
6226,光鼎,無，詳年報說明,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6230,尼得科超眾,351.54,中興廠、興德廠、陞泰廠,,3069.31,中興廠、興德廠、陞泰廠,,無，無統計相關數據,,,0.31,營業額
6235,華孚,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6239,力成,18372.82,僅母公司台灣地區,ISO 14064,381346.17,僅母公司台灣地區,ISO 14064,289436.07,僅母公司台灣地區,ISO 14064,7.8,營業額(百萬)以台灣地區計算                                                                                                                                                                              
6243,迅杰,無，無統計相關數據,,,131.185,母公司,,無，無統計相關數據,,,0.159,百萬營業額                                                                                                                                                                                              
6257,矽格,148.4227,矽格-北興 中興 湖口廠區,,79413.99,矽格-北興 中興 湖口廠區,,無，尚未進行盤查 預計2022年,,,0.0127,其他:K die                                                                                                                                                                                              
6269,台郡,406.619,僅母公司,,28904.959,僅母公司,,無，無統計相關數據,,,0.029,產品
6271,同欣電,無，無統計相關數據,,,50410.65,母公司,,無，無統計相關數據,,,4.9,百萬產值                                                                                                                                                                                                
6272,驊陞,,,N/A,N/A,N/A,N/A,,,N/A,,
6277,宏正,226.13,母公司及汐止廠區,ISO 14064,2458.7589,母公司及汐止廠區,ISO 14064,無，無統計相關數據,,,0.798,營業額
6278,台表科,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6281,全國電,無，無統計相關數據,,,17779.6944,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6282,康舒,2207.512,包含合併報表之母子公司,ISO 14064,50543.015,包含合併財務報表之母子公司,ISO 14064,2633060.756,包含合併財務報表之母子公司,ISO 14064,240.7997,新臺幣每億元營業收入                                                                                                                                                                                    
6283,淳安,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6285,啟碁,2668,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,ISO 14064,55704,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,ISO 14064,2679,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,,0.87,新臺幣百萬元營收                                                                                                                                                                                        
6405,悅城,無，詳年報說明,,,無，詳年報說明,,,無，詳年報說明,,,無，詳年報說明,
6409,旭隼,175.17,包含合併財務報表之母子公司,ISO14607; 採用IISAE3000及ISAE3410進行確信                                                                                                                                                               ,19129,包含合併財務報表之母子公司,ISO14607;採用ISAE3000及ISAE3410進行確信                                                                                                                                                                 ,768882,包含合併財務報表之母子公司,ISO14607;採用ISAE3000及ISAE3410進行確信                                                                                                                                                                 ,788186,產品
6412,群電,2699.4,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,51196.68,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,32246147.4,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,0.0013,營業額
6414,樺漢,8.1,僅母公司,,357.5,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
6415,矽力*-KY,0,母公司包含杭州子公司(重要子公司),,4849,母公司包含杭州子公司(重要子公司),,無，尚未進行盤查,,,22.55,營業額
6416,瑞祺電通,無，不適用,,,656,母公司,,無，不適用,,,201,營業額
6426,統新,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6431,光麗-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6438,迅得,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6442,光聖,無，無統計相關數據,,,2108.6008,僅母公司,,無，無統計相關數據,,,4.5,工時                                                                                                                                                                                                    
6443,元晶,4932.078,110年新竹廠及屏東廠資料加總,ISO 14064,36196.687,110年新竹廠及屏東廠資料加總,ISO 14064,無，無統計相關數據,,,6.576,營業額
6446,藥華藥,560.9094,僅台灣製造廠區,,2606.7317,僅台灣製造廠區,,無，統計中,,,5.38,產品
6449,鈺邦,59.81,重要子公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6451,訊芯-KY,288.9,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,,35523.01,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,,206.73,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,,475.52,萬元產值RMB                                                                                                                                                                                             
6456,GIS-KY,3225.05,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,158379.92,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,64847.35,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,1.16,百萬營業額                                                                                                                                                                                              
6464,台數科,6.67,僅母公司,,15.18,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
6472,保瑞,12649.35,合併財務報表之母子公司,ISO 14064,10015.19,合併財務報表之母子公司,ISO 14064,21525.11,合併財務報表之母子公司,ISO 14064,4.6254,營業額
6477,安集,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",,,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",,,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",,,"無，本公司屬實收資本額50億元以下之 公司別，應於第三階段(115年度) 適用溫室氣體盤查及查證，本公司 之合併子公司(包含合併報表報導 個體之各子公司)應於第四階段 (116年)適用溫室氣體盤查及查 證；將持續依主管機關之參考指引 及相關規定完成設置專（兼）職單 位、各計畫項目詳細推動時程、擬 定完整盤查程序及董事會督導及控 管階段性目標等計畫內容。",
6491,晶碩,228.9767,晶碩大溪廠及龜山廠,ISO 14064,39213.7787,晶碩大溪廠及龜山廠,ISO 14064,15616.5605,晶碩大溪廠及龜山廠,ISO 14064,0,每單位產品0.07 CO2e                                                                                                                                                                                     
6504,南六,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6505,台塑化,26482766.95,母公司,ISO 14064,119051.0322,母公司,ISO 14064,60285231.72,母公司,ISO 14064,43,百萬營業額                                                                                                                                                                                              
6515,穎崴,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6525,捷敏-KY,0,包含合併財務報表之子公司,,39309.24,包含合併財務報表之子公司,,0,包含合併財務報表之子公司,,0.0071,產品
6526,達發,,,N/A,N/A,N/A,N/A,,,N/A,,
6531,愛普*,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6533,晶心科,292,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6534,正瀚-創,,,N/A,N/A,N/A,N/A,,,N/A,,
6541,泰福-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6550,北極星藥業-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6552,易華電,294.6131,易華公司,ISO 14064,20025.4326,易華公司,ISO 14064,0,易華公司,ISO 14064,0,產品
6558,興能高,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6573,虹揚-KY,13815.6259,新北市新店區北新路三段207-5號4樓,,14829.582,新北市新店區北新路三段207-5號4樓,,無，針對委外活動所產生的其他間接排放，由於排放源是由其他公司所擁有或控制的為主，因數據蒐集上有相當之困難度與高度的不準確性，故本公司在符合ISO14064-1 之要求下，目前以定性盤查為主，不予定量計算。,,,無，未有生產產品。,
6579,研揚,112.4,僅母公司,,140.3,僅母公司,,無，無統計相關數據,,,252.7,營業額
6581,鋼聯,71848,僅母公司。,ISO 14064,9532,僅母公司。,ISO 14064,15244,僅母公司。,,0.534,服務
6582,申豐,12367,母公司,,19998,母公司,,無，無統計相關數據,,,0.242,產品
6585,鼎基,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6589,台康生技,0.75,母公司,,9983,母公司,,無，無範疇三排放源,,,4.425,產品
6591,動力-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6592,和潤企業,215.0248,僅母公司,ISO 14064,36.1806,僅母公司,ISO 14064,34.1009,僅母公司,ISO 14064,無，詳年報說明,
6598,ABC-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6605,帝寶,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6614,資拓宏宇,,,N/A,N/A,N/A,N/A,,,N/A,,
6625,必應,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6641,基士德-KY,59.85,合併報表之子公司之一-川源(中國)平湖廠區,,262.8,合併報表之子公司之一-川源(中國)平湖廠區,,20.03,合併報表之子公司之一-川源(中國)平湖廠區,,0.2165,百萬營業額                                                                                                                                                                                              
6645,金萬林-創,,,N/A,N/A,N/A,N/A,,,N/A,,
6655,科定,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6658,聯策,,,N/A,N/A,N/A,N/A,,,N/A,,
6666,羅麗芬-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6668,中揚光,126.805,母公司,,6426.84,母公司,,1554.79,母公司,,10.78,營業額
6669,緯穎,48.6655,母公司,ISO 14064,7106.5563,母公司,ISO 14064,14851.4745,母公司,ISO 14064,無，無統計相關數據,
6670,復盛應用,5730.59,桃園廠,,18582.877,桃園廠,,無，無統計相關數據,,,0.0028,產品
6671,三能-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6672,騰輝電子-KY,7657.93,合併財務報表之子公司生產型廠區,,19063.62,合併財務報表之子公司生產型廠區,,無，無統計相關數據,,,0.0035,千元營業額                                                                                                                                                                                              
6674,鋐寶科技,17.39,母公司,                                                                                                                                                                                                        ,652.53,母公司,                                                                                                                                                                                                        ,無，無統計相關數據,,                                                                                                                                                                                                        ,0.23,營業額
6691,洋基工程,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6698,旭暉應材,無，無直接排放溫室氣體,,,3585.65,僅母公司用電,,6.13,僅母公司用水,,無，無統計相關數據,
6706,惠特,29.3472,僅母公司,,7105.0771,僅母公司,,無，無其他間接範疇項目,,,0.0012,營業額
6715,嘉基,391.2518,母公司及合併財務報表之大陸地區子公司,,2839.0647,僅大陸地區子公司,,無，無統計相關數據,,,無，無統計相關數據,
6719,力智,1.14,母公司,,904.77,母公司,,無，無統計相關數據,,,無，無統計相關數據,
6722,輝創,,,N/A,N/A,N/A,N/A,,,N/A,,
6742,澤米,,,N/A,N/A,N/A,N/A,,,N/A,,
6743,安普新,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6754,匯僑設計,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6756,威鋒電子,251,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
6757,台灣虎航,,,N/A,N/A,N/A,N/A,,,N/A,,
6768,志強-KY,無，無統計相關數據,,,110.54,僅台灣母公司辦公大樓。,,無，無統計相關數據,,,無，無統計相關數據,
6770,力積電,94995.76,母公司,ISO 14064,570181.23,母公司,ISO 14064,無，現行範疇三非屬環保署公告指定盤查項目，本公司預計於明年度進行範疇三盤查驗證。,,,0.0005,產品
6771,平和環保-創,,,N/A,N/A,N/A,N/A,,,N/A,,
6776,展碁國際,30,僅申報公司,ISO 14064,613,僅申報公司,ISO 14064,無，僅部分項目併入母公司進行計算,,ISO 14064,0.03,百萬營業額                                                                                                                                                                                              
6781,AES-KY,28.417,兆普+嘉普,ISO 14064,899.957,兆普+嘉普,ISO 14064,9691.865,兆普+嘉普,ISO 14064,0.08,單位：噸CO2e/百萬元營收                                                                                                                                                                                 
